"BIC","LEI"
"KBRLGB21XXX","213800N7TB6R4NCA3R64"
"KBSEBEBBXXX","2138005SP78ELT822P61"
"KBSGCH22XXX","549300GFRG6OK00RG957"
"KBSOCH22XXX","506700ICIT04688X8153"
"KBSPSKBXXXX","097900BEMW0000006310"
"KBSSKRS1XXX","DYDGRK7GSRNXQ5UFWV53"
"KBSZCH22XXX","5299001984Q1Q7RKL019"
"KBTGCH22XXX","529900F00S0DTFX1D404"
"KBWFNL21XXX","549300D2ZDDLNMDEQ727"
"KBWFNL21XXX","BFXS5XCH7N0Y05NIXW11"
"KBZGCH22XXX","529900PVNQ0FQUKJQ049"
"KCAAUS33XXX","549300HQX8YVDUZCTK05"
"KCADGB22XXX","213800QUGKCFF2WVMT82"
"KCAMHKH1XXX","254900FREHWO0E87UY32"
"KCAPINB1XXX","9845008C61ENSC5D9028"
"KCBCCNBTXXX","30030070IAQFANVUVG32"
"KCBLKENXXXX","254900R1865V3E1ESD47"
"KCCBCN2KXXX","300300C1091753000069"
"KCCKKWKWXXX","2138002PT1Z3N88ITP70"
"KCCPPLPWXXX","2594000K576D5CQXI987"
"KCCUIE21XXX","635400DCPWYGNLK3JV64"
"KCEAKEN1XXX","213800VII71629XRFF21"
"KCGCKRSEXXX","988400662OOI21B0TO06"
"KCHUJPJYXXX","3538005X0N5OCMRDRG42"
"KCJBKZKXXXX","253400SLU3Z4KE4LLA03"
"KCMLGB21XXX","213800G9VBKGD9AP8H22"
"KCOOKENAXXX","254900MXIMX8BQIGRM72"
"KCPMMYK1XXX","254900FD4F0LAAP9OB87"
"KCPPAU21XXX","213800QOYKM6VP77V440"
"KCRCCNB2XXX","300300C3196253000005"
"KCRUIE21XXX","6354002EIG9CH4GSEQ16"
"KCUNIE21XXX","635400ZCIV91Y4IYC144"
"KDAMKRS1XXX","988400SRISWJ2Q045629"
"KDBLNPK1XXX","254900LT6XJDNQSUIS05"
"KDCIIE21XXX","6354009SUAHNWTVXBR95"
"KDCOIE21XXX","635400DCPWYGNLK3JV64"
"KDCUIE21XXX","635400SR7XRQGZQKHH71"
"KDDIJPJTXXX","5299003FU7V4I45FU310"
"KDHLNGLAXXX","0292002717G4T0CH6E65"
"KDIMGB21XXX","213800HUKPYHUTENTG87"
"KDKAGB22XXX","213800PVGRZAJC1ZAG14"
"KDMGMYK1XXX","549300P8TDQ7FBZIAB98"
"KDPAUS31XXX","254900Z733MKC5S81503"
"KDPWPLPWXXX","259400L3KBYEVNHEJF55"
"KDSMNL2HXXX","724500SNT1MK246AHP04"
"KECANL2AXXX","HHG9K35P002IYX1DLM46"
"KECEUS41XXX","254900WWH0X2S2RXPA97"
"KECLNL21XXX","724500RQE99P791ITJ49"
"KECMGB21XXX","213800AB6ACQ6JZUS306"
"KECRUS31XXX","2EQWV0180Z211YVAD813"
"KEEFUS31XXX","549300OM47DQV01G4854"
"KEFKAT21XXX","529900B4Z5NCZ5H6DE14"
"KEHPPAPAXXX","549300RF5ZFZKP1GRQ89"
"KEIBJPJTXXX","353800HBJ702X2J5OX58"
"KEIMGB21XXX","5493007FBLUKPTZX4792"
"KEIOSKB1XXX","2138002PV74I1EAGGO59"
"KEKULT21XXX","254900BQV426Q50ZXQ82"
"KELEHUH1XXX","529900MPT6BHOJRPB746"
"KELRHUHAXXX","529900MPT6BHOJRPB746"
"KELRHUHBXXX","529900MPT6BHOJRPB746"
"KEMACHG1XXX","506700E102077OJ53397"
"KEMCUS44XXX","549300FNI1JKTRY2PV09"
"KEMIFIH1XXX","74370031Y7RK5H88CQ48"
"KENBHR22XXX","549300GO4DX1OE3MT584"
"KENGDED1XXX","529900GAEQF0OFEVUM23"
"KENSHKH1XXX","213800HL1MWFJH28S380"
"KENTGB21XXX","213800WTQKOQI8ELD692"
"KEOKFI21XXX","743700KP81EUI8819583"
"KEONFI21XXX","743700MG74Z3JMPCM913"
"KEOUFI21XXX","74370097ZDC1B7CS5F05"
"KEPCSGSGXXX","254900SQ7IPDOY6IDW33"
"KEPLGB21XXX","549300EYI30YCQJGOB82"
"KEPPSGS1XXX","549300ZU1ZJHRIQ9WM35"
"KEPRITM2XXX","815600F7BDE444321389"
"KEPSSGS1XXX","549300ZU1ZJHRIQ9WM35"
"KERFFRP1XXX","969500O4VW7J9NW29U37"
"KERUUS66XXX","549300DT7CCDCC7O6Z60"
"KESATHB1XXX","2549009823CRAOMMNR11"
"KESBIDS1XXX","549300L0HN6HS5QSDL27"
"KESLGB21XXX","213800F8OW4UN1JOIP51"
"KESNINB1XXX","335800GJWX8DSIDXCC22"
"KESOFI21XXX","74370015ZE09JO490U23"
"KESRGB21XXX","213800FDUIWD8G84FV06"
"KESVUS3AXXX","254900CEBR2F5Y0F1A15"
"KESYZAJJXXX","378900C9BEEED097D518"
"KETRITT1XXX","8156003CED8933E43298"
"KEXAHKHHXXX","254900LOB3LC8BX0OD35"
"KEXBGB2LXXX","213800246DSYDX1BMF80"
"KEYBUS33XXX","549300N68CH2CJ3RCU52"
"KEYBUS33XXX","HUX2X73FUCYHUVH1BK78"
"KFAEKWKWXXX","549300XHELKAF4R4S554"
"KFBCKRSEXXX","988400WORE06JMSEKC47"
"KFCEKWKWXXX","254900SB8A6UBTR73D96"
"KFDCKWKWXXX","2549008QT4LCPN3QPT52"
"KFHKHKH1XXX","254900GO8QWMS4UJCJ83"
"KFHOBHBMXXX","254900O40ZFV8KVD2F39"
"KFHOKWKWXXX","2549007KX0N057S9BC98"
"KFHOMYKLXXX","254900KXOK4M8ND3M032"
"KFIERU21XXX","253400KKNZ5H8HTNJ694"
"KFLULULUXXX","222100VA2A48RQHZPR66"
"KFMLGB21XXX","W36P7R5BB3PLKR2CEY21"
"KFPFDK21XXX","549300F2R7MYRHTLU306"
"KFSGHKH1XXX","254900OPLVUXVK99Y426"
"KFSPTHB1XXX","254900UPQE3MNOEDXK30"
"KFWIDEFFXXX","549300GDPG70E3MBBU98"
"KGAIHKH1XXX","254900BXN2B02XPBB134"
"KGBKJPJTXXX","353800EK5SV3OYOMZE38"
"KGILUS31XXX","254900H2LD7BDWOTAG28"
"KGISTWTPXXX","549300WMLEZE5UTKVI49"
"KGSAFRPPXXX","549300VGEJKB7SVUZR78"
"KGSEIE22XXX","635400WVL2ISLNNA3J71"
"KGWBJPJZXXX","3538001EBAO7TFZ57641"
"KHABUA2KXXX","2138007RMZJ9ZLEO9N66"
"KHCBBHBMXXX","8945000CB8E77LB79R53"
"KHFEAEADXXX","98450005F3JPE7F5DA17"
"KHKKUZ22XXX","253400QLNK164AFJ2E30"
"KHMBKRSEXXX","988400VYA5WLYS9SGU11"
"KHMIDEMMXXX","549300GJTSW5MY3HJ702"
"KHMURU55XXX","253400UX25RE3VRW2G37"
"KHOARU22XXX","253400W3H9DQ3UWGF192"
"KHPLSGSGXXX","213800I6BGT38Q6V2G26"
"KHYBPKKAXXX","25490085YEKHP961Y751"
"KIABSE22XXX","EV2XZWMLLXF2QRX0CD47"
"KIAGDE88XXX","391200KL5DHNUZCQWG16"
"KIAIFR22XXX","969500CLZMLPJ1GIK078"
"KIAKKWKWXXX","549300SRN3UJUIF3IN02"
"KIASUS31XXX","549300LY7AXPXQMUO474"
"KICBKG22XXX","529900O177OLJOX8DO62"
"KICIIE21XXX","6354007MAQH8BXN9LK23"
"KICLGB21XXX","213800P6FV69WQX6F238"
"KICNIE21XXX","635400VNWPJJBTDMUK86"
"KICOKWKWXXX","549300EPLCO1K4KZXO57"
"KICPDMD2XXX","894500N4DISL2NEIR756"
"KIEAHKH2XXX","254900JS1AHAPRJHW541"
"KIEGCHZZXXX","506700V3NV80GF8CBW48"
"KIEIIE21XXX","635400AVSQPQ83KA1N36"
"KIENIE21XXX","635400JATNLMLYYONG67"
"KIEUIE21XXX","635400DXPUJZATROKD56"
"KIHAHKK2XXX","98450040B0AEBF4KFC39"
"KIHCJPJJXXX","353800GBVL72LLMTYM96"
"KIHOIT21XXX","8156002AE3BEEF485576"
"KIIAGB22XXX","213800YMU3BLIGXNRM98"
"KILIGB21XXX","213800ZMQ7HGA4B69H23"
"KIMBUS44XXX","MP3J6QPYPGN75NVW2S34"
"KIMUJPJ1XXX","353800FD7Q2W1GCB0J95"
"KINBBA22XXX","747800U07EOV29XOZL22"
"KINCKZKAXXX","549300LIHOK7FE6D2888"
"KINSHKH1XXX","2549000CMF9XVJWL6U84"
"KINTBMH1XXX","5299009Q37JSLDYFDY84"
"KINXITM1XXX","815600978F6F6E872B94"
"KIONDEFFXXX","5299005KY91C4C6U9H17"
"KIPLGB21XXX","2138008M9PIED5GJH856"
"KIRAFRP1XXX","969500G6Y50XGC6M0N58"
"KIRIIE21XXX","6354003N1GI38U6TUM72"
"KIROIE21XXX","635400T6YLECKJFCKS26"
"KIRPUS41XXX","5493009EEWZ9S4F2BE94"
"KIRUIE21XXX","635400VPUI9VZYXXW432"
"KISCGB21XXX","213800FDUIWD8G84FV06"
"KISEKRSEXXX","549300R8VJDW3X6CD250"
"KISHUS42XXX","549300RIR04Y64SF4306"
"KISIIDJ2XXX","254900N1NUHJBRYGMI34"
"KISRIT21XXX","815600935AB23AE0D791"
"KISUFI21XXX","743700LBS30RMPKWKR64"
"KITKGB22XXX","9845002E1E9AEDE6C377"
"KIWCKRSEXXX","988400O27CNGJA2QWJ18"
"KIWINZ22XXX","549300Z5CJRTI3CSS791"
"KIWOIDJ2XXX","254900ID7MGTMZI92B10"
"KIWSKRS1XXX","988400O27CNGJA2QWJ18"
"KIYAGB22XXX","8945005SMLI24V1AJ259"
"KIYOJPJTXXX","3538002347FGLMNPVY63"
"KJKCFIH1XXX","743700XTETEIES5OXT52"
"KKBKAEADXXX","984500R2B00E5EE0DC75"
"KKBKINBBXXX","335800E6GTTXKHXE2I75"
"KKENMYK1XXX","254900IIYT9DIQAWQK96"
"KKPBTHBKXXX","254900UPQE3MNOEDXK30"
"KKROUS33XXX","K3NEK11EF7N3JVJE7V46"
"KKSLLV22XXX","984500D1KB7C42A7L371"
"KKSSJPJTXXX","O7YCEUWQXFIO1CHULC69"
"KLARCH22XXX","5067005YN156V1P43334"
"KLBTGB21XXX","5493005NLSGFGX5PTT03"
"KLBUNO21XXX","5967007LIEEXZX7HVK26"
"KLCNGB21XXX","213800KTOVXS24IKA678"
"KLCOGB21XXX","2138005ZJSKL41494805"
"KLCPUS41XXX","OR26NJF0ZNSU7D87TT35"
"KLEAFRP1XXX","969500IR78YXQK1RPY94"
"KLEPNO21XXX","5967007LIEEXZX8L8854"
"KLESPLP1XXX","259400D0WLBWJH02UZ94"
"KLFCUS31XXX","254900GZUPXL2JOTN288"
"KLGSUS33XXX","5493003HHC5DRTH5F268"
"KLIMDK21XXX","5493006H271VXJ44NU66"
"KLKBMY2IXXX","2549009JSTRFMR7A8D34"
"KLKORUM1XXX","253400H48DKCDEUC5N25"
"KLMFMYK1XXX","254900YVN106YAO74204"
"KLPANOKKXXX","5967007LIEEXZX8Z4848"
"KLPIFRPPXXX","969500JCSY8W5SKSKB18"
"KLPKNO21XXX","549300YVBU4V7JWHAJ32"
"KLRNSESSXXX","549300O3HXYXXUHR0897"
"KLTRNL21XXX","724500PNAP4AKPN41920"
"KLVNDE8BXXX","529900I8VOU2ABOINT03"
"KMBBRUMMXXX","253400D2DDB0E8JXA126"
"KMBLNPKAXXX","254900LT6XJDNQSUIS05"
"KMCOKWKWXXX","254900T5X05AWREG5A91"
"KMESHKH1XXX","254900JOZO98RSYZ3694"
"KMESIDJ1XXX","254900MPS07NJI5QEM82"
"KMESPHM1XXX","254900G2P8DQYLCF8Y95"
"KMESUS31XXX","2549009H2HEH6G0DLU87"
"KMIKNL22XXX","25490020S7LRC26ODV45"
"KMRAKYKYXXX","213800NU93V2TQZQTV61"
"KNALPAPAXXX","213800X1S9GLXITOH663"
"KNCAUS31XXX","549300RA02N3BNSWBV74"
"KNGDGB21XXX","2138004N9K31CATCK953"
"KNGGGB21XXX","549300ZDWWCK3VFHV669"
"KNITDE22XXX","52990031CJS75L66CZ36"
"KNMSDEF1XXX","529900NY098AVD3WGX25"
"KNPBJPJTXXX","353800BEJYJ7JD023D06"
"KNSLGB21XXX","213800GV7S9JSGKG9548"
"KNUBNGL1XXX","254900KVOZA3L72NJT75"
"KOADFI21XXX","743700OBWFVSN6OFX175"
"KOAEUS33XXX","549300O9YDJVGCONW084"
"KOBANOKKXXX","I7ETN0QQO2AHZZGHJ389"
"KOBBRSBGXXX","549300WZI2AGR4NZU538"
"KOBEJPJ1XXX","353800OE66NKUJ290P46"
"KOBSMK2XXXX","48510000UPXPWPPR9439"
"KOCDNL21XXX","5493009SXBGGW7I37Y31"
"KOCHAT2HXXX","529900PKNCNQABVRZ015"
"KOCMUS41XXX","2549003HAZU0OD9LB569"
"KODBBRSPXXX","254900BWGC6X23Q02285"
"KODBCN22XXX","300300RYOI43JV8HQW70"
"KODBCNBQXXX","300300UX2YQQ66WLCO43"
"KODBGB2LXXX","213800UVBWYXM97HSY04"
"KODBHKHHXXX","549300BHDVLB8717J837"
"KODBHUHBXXX","25940063825O2HW2DW43"
"KODBKRSEXXX","549300ML2LNRZUCS7149"
"KODBSGSGXXX","549300XPNL3J2VYAWN77"
"KODKUS33XXX","549300P7J8F3SSMY3E81"
"KOEXBRSPXXX","2549008DVKKPZI3BLG38"
"KOEXCATTXXX","549300377KFK0S3U9569"
"KOEXDEFAXXX","529900MHMES2JJY4T459"
"KOEXFRPPXXX","894500JUKSJ9W8ETMB94"
"KOEXHKHAXXX","254900SPZ74QWOUBLA72"
"KOEXKRSEXXX","6RPK2YDJN6L35AS0M510"
"KOEXRUMMXXX","253400FJQG9888ZAGY13"
"KOFFFRP1XXX","9695004HCR412M89MX84"
"KOGMDEF1XXX","529900IRBZTADXJB6757"
"KOHEUS44XXX","549300H4IOG5LW5HQP63"
"KOICKRSEXXX","3R3ONDQY8DVH8ZQMP532"
"KOINUS41XXX","5493005158BXZWGOX572"
"KOINUS4WXXX","5493005158BXZWGOX572"
"KOLBFR21XXX","9695005FRTPG86D3A872"
"KOLEDE81XXX","529900YP8BRYZ4QL5W06"
"KOLIITM1XXX","815600FC8F1A3BED2743"
"KOMASK2XXXX","315700K45LRKNGMUIW27"
"KOMBCZPPXXX","IYKCAVNFR8QGF00HV840"
"KOMHGB21XXX","2138002L319H1ZIHGN15"
"KOMLNOK1XXX","5493002TWSCUCMYHQT46"
"KOMMDKK1XXX","529900D8QLTZ6PRLJL76"
"KOMXRUMMXXX","253400BT1SKX0A889G06"
"KONEFI22XXX","2138001CNF45JP5XZK38"
"KOOKFI21XXX","743700HYSY3UIQC81S16"
"KOPLNL2EXXX","H1FJE8H61JGM1JSGM897"
"KOPOKRS1XXX","988400G2OSO7PF901308"
"KOPPNL21XXX","7245000STUO2ESGE6409"
"KOPWPLP1XXX","213800U1CRWB98839672"
"KOPYTRI1XXX","78900088TBRSRLJFZO73"
"KORNFRPPXXX","969500WEPS61H6TJM037"
"KOSEINB1XXX","335800UUZDPJ7XGOFU74"
"KOSFKRS1XXX","988400YQ1HB57UBCGL88"
"KOSHRU3SXXX","2534001S10F0UF6P8U55"
"KOSLIT21XXX","815600B5DF0D02CBA029"
"KOSNFI21XXX","743700QZB28DPS5GCD07"
"KOSPFI21XXX","7437005U02E0MJI4BB87"
"KOSTRU21XXX","25340066B1F9YU4PUB28"
"KOSUFI21XXX","743700GZJ66T3LR9AA03"
"KOTIJPJZXXX","353800WSG8UIHIZTGB65"
"KOTTJPJJXXX","549300ZDCYYUPHEE5K87"
"KOVTHUH1XXX","5299004RXOU0XHOBBX16"
"KPAYSK22XXX","097900CAKA0000029657"
"KPDCIE21XXX","635400QGFU4C7PLXEK08"
"KPFDIE21XXX","549300ZEZN48NMTQ0U03"
"KPMGDEBEXXX","529900FUWCN22LZAKI10"
"KPNCNL2GXXX","549300YO0JZHAL7FVP81"
"KPRCCNB1XXX","300300C3195953000054"
"KPSACAT2XXX","2549006AU8WIR5VMKD68"
"KRADFI21XXX","7437009AXKGWIELFMM06"
"KRAGRS22XXX","549300XUMC58Y65N6S58"
"KRAKDE81XXX","529900PHMDAN66WEBH93"
"KRANRU21XXX","2534002DX9V8SXRCFM30"
"KRASRU3AXXX","2534001ZQAV2TAJG7144"
"KRATDE21XXX","529900LV33F2OA4Y3572"
"KRCCCNB1XXX","300300C3252853000040"
"KRCOGB21XXX","213800D57EATERQQHI45"
"KREDBEBBXXX","6B2PBRV1FCJDMR45RZ53"
"KREFBE21XXX","213800XQMOI4VP63MX43"
"KRETLUL1XXX","222100SROVDPQTLZKT42"
"KREZHR2XXXX","549300XIM24KBQS8HU64"
"KRNFUS33XXX","2549008E1DI99JHCCA80"
"KRNOIT21XXX","815600ACAE557E8D8A67"
"KRONDK22XXX","529900J35NSHS856UA68"
"KROOGB22XXX","213800D41PZHBTEHQN06"
"KRSADE55XXX","529900P70FRX40Z44V62"
"KRSGITM1XXX","815600841314CD305585"
"KRSIIE21XXX","635400DOBGIZCGCSPI24"
"KRSKMK2XXXX","875500X06TCIHBLC2F61"
"KRSPPLPKXXX","259400GZKACLCASLRW25"
"KRTHCNB1XXX","300300C1140553000020"
"KRTHTHBKXXX","54930007ZQMYCRFQGE36"
"KRUALT21XXX","9845004F84807Z50D082"
"KRUZLT21XXX","25490082V879FSTYT315"
"KRVEDEH1XXX","529900723AYJN3N3YV02"
"KRVRDEH1XXX","529900AX9OZY28BEBS93"
"KSAGDE88XXX","529900YURAYD4IJX2J91"
"KSBARU21XXX","253400JT91B2K3KM9H82"
"KSBBGB21XXX","213800ARTVZQSADRZ559"
"KSBCKG22XXX","253400UB8VXT708U1C76"
"KSBLIN41XXX","335800FCFDAMVGRQEJ42"
"KSCMUS31XXX","549300WNZDVOEJ4VSJ62"
"KSDCKRSEXXX","9884008RRMX1X5HV6625"
"KSECJPJ1XXX","353800A2C2G3VI884788"
"KSEHCHGGXXX","254900GYH7EFPAKU9315"
"KSFCGB21XXX","213800ITO7QMNQ9SFG53"
"KSGIKRSEXXX","988400VEX1D4FMHJ8002"
"KSIGSGSGXXX","549300OVKIM4QTWASP03"
"KSOPTHB1XXX","529900UR8P8JDG3YZS51"
"KSPCTHB1XXX","549300F9LQ14EC8U4481"
"KSPKAT2KXXX","529900TKQRJNCFUQI507"
"KSPKSI22XXX","315700RO18UEKF9GP419"
"KSRBCNBKXXX","300300C1115532000079"
"KSRSROB1XXX","259400FCAUNEOH3SFZ61"
"KSSCINB1XXX","335800UUZDPJ7XGOFU74"
"KSTODE2TXXX","529900AZMX7JM2SJDH57"
"KTAGDEFFXXX","529900ES946F61B1ZR12"
"KTAMKRS1XXX","988400XVFBKLEN3H6407"
"KTASKRS1XXX","549300ZDTX9TQMBREN18"
"KTBKATWWXXX","529900TXPMGGJR19EY42"
"KTECNZ21XXX","213800F1GA4FGFBINP91"
"KTEFTRISXXX","549300TB3JMG64GK6X59"
"KTGCKRSEXXX","988400ZJV6ISYBLQX875"
"KTNONL21XXX","72450015ICZPNU5UOP87"
"KUDLCH22XXX","549300FKTMFFJ0FCTP58"
"KUFPINA1XXX","335800UI7UZ2X9L9HC67"
"KUKRRU22XXX","253400R1Y9QV378WYH65"
"KUKTLT21XXX","254900907EF6ASV4D876"
"KUMAJPJZXXX","353800JYZBMVKROL0815"
"KUNICH21XXX","529900Q0YED3805QXQ66"
"KUONFI21XXX","743700Z1AFPCIXYCWK70"
"KUOPFI21XXX","743700DQL4AMH4DDIP61"
"KUPENL21XXX","7245006UF5YIP0VDOR69"
"KUPRLT21XXX","485100IPU0DSJP7VIS58"
"KURGRU4KXXX","253400VB6K0S0B7E7X78"
"KUSEJPJ1XXX","549300D405BPQ5DDVJ61"
"KUSPSGSGXXX","5493002XRNQ2MJOYB628"
"KUSRLT21XXX","254900YVGU26JCGZZC63"
"KUSRLT24XXX","254900YVGU26JCGZZC63"
"KUSSFI21XXX","743700ZU856U8XLQZK68"
"KUTAES21XXX","959800MLEM6FFF7V7L07"
"KUVKLT21XXX","254900V4K5K8GNRGXY97"
"KVBLINBBXXX","335800GFMDHTPWI6JP97"
"KVFMVNV2XXX","549300ZVEIQH73ZXGE62"
"KVIDNO21XXX","5967007LIEEXZX80E863"
"KVJSRUM1XXX","253400FUATAK0S2CAM79"
"KWAAHKH1XXX","254900KO5LMNRZI77A30"
"KWABKRSEXXX","9884003ZDFKPSMHI6K41"
"KWAPMYK1XXX","PUEWZW8WWWYNMQLRNB74"
"KWDRCNB2XXX","3003000PHV10Y5NUR125"
"KWHKHKHHXXX","54930034UPFJV0NHXV95"
"KWIBKWKWXXX","254900OP0ZRLYKKXET16"
"KWSPMYK1XXX","GP3V77BIVE9P1GT44767"
"KWSRITM1XXX","815600C2B25659C00212"
"KXRCCNB2XXX","300300C3196053000070"
"KYASUS31XXX","S6R4BFPO6FOBLEYUYF07"
"KYBOKRSEXXX","988400Y298KYBHWRBS28"
"KYBRGB21XXX","1ZU7M6R6N6PXYJ6V0C83"
"KYCMGB21XXX","5493004DPNM7BZDCRN18"
"KYFSKYK1XXX","549300NHAEIEXXB24516"
"KYGRGB21XXX","549300OHLZ0RR2TSKH90"
"KYNAKR22XXX","213800PL9UJMEOI4DN65"
"KYOBKRS1XXX","549300NMJPJ4Z5SPCZ73"
"KYOSJPJ1XXX","353800R99CTLN31DLI31"
"KYSBJPJZXXX","5493003SOBKT1X26D988"
"KYTGGB21XXX","549300OHLZ0RR2TSKH90"
"LAAPGB21XXX","213800EWHQ65AJ1S1H14"
"LAARCHZ1XXX","52990088UO57ZPHYJS63"
"LAATGB21XXX","254900HN9OYRRWOY1454"
"LAAYAU52XXX","254900GEFSVMJ07O7491"
"LABBUS31XXX","549300JN4JHMFPO31Y81"
"LABCNL21XXX","724500A11NIP5HCVF984"
"LABEBEBBXXX","549300AKYALVKKLSOF08"
"LABRNOB1XXX","5967007LIEEXZXC9Y023"
"LACBLV2XXXX","H0HWWEVOF2OSX76KYU55"
"LACGCHZ1XXX","549300BN6JV17P41VQ10"
"LACLIE21XXX","635400GF9HZVBJ2E6L67"
"LACNUS32XXX","549300N7EUJ8SSOB3S92"
"LADCIE21XXX","5493008MM9RAX3RXS616"
"LADSZAJ1XXX","378900AA119E5E041179"
"LAEDUS33XXX","5JL7TMOH5TY3IUYSUP91"
"LAEEAEAAXXX","254900FYYH9UDG4NT140"
"LAELITM1XXX","815600BA43F349D80534"
"LAERIT21XXX","815600DF37667ABBB980"
"LAFBLYLTXXX","549300WH9RIN045SG770"
"LAFCITG1XXX","549300C8BNK81BLYTD88"
"LAFGFRPPXXX","969500X727PNIAL33P77"
"LAFHCH22XXX","529900EHPFPYHV6IQO98"
"LAFIDKK1XXX","213800CWNXMPW5BZ9M90"
"LAFLITM1XXX","8156003C36A493144B54"
"LAFMGB21XXX","549300W0W9TMVZJ3RH17"
"LAFOSES1XXX","54930025SK6LRZC6QF89"
"LAFTIT21XXX","81560029B62D99DFAE32"
"LAGOFIH1XXX","743700FT7RR16QEJGB82"
"LAGRFR21XXX","969500M2W26ZM8K23860"
"LAGUSES1XXX","5493000PQMGYILN5JL39"
"LAHPCAM1XXX","5493005TQRM4H168ZM83"
"LAHRTHB1XXX","254900JE0SU9V2IISX83"
"LAHRTHB2XXX","254900JE0SU9V2IISX83"
"LAHYSESSXXX","5493004WUGGU2BQI7F14"
"LAIAUS31XXX","254900MZ7MJZE47RI526"
"LAIMUS31XXX","5493001O0EH8NWMRD866"
"LAIRIE21XXX","635400XMIMUCWVKSX570"
"LAJOSES1XXX","8945005WMPS0QDM5JJ90"
"LAKCUS33XXX","8Q77SW3KZ88P3GNX0T60"
"LALCUS31XXX","549300CCWSUKBW3TGZ30"
"LALFSES1XXX","5493000M8THYN8D5I395"
"LALRITG1XXX","549300ZHGSB46U8COM20"
"LAMDDEF1XXX","529900F5Q7AJKSS3GP64"
"LAMFVGV1XXX","213800CFVO15RD8JO257"
"LAMKSES1XXX","213800CT66HTAXDLJ372"
"LAMLDE21XXX","529900GS012UFPL73V94"
"LAMNAU21XXX","5493002QW7GPHZS0WR97"
"LAMXFRPPXXX","549300MHYT1NIWI0IB04"
"LAMYFIH1XXX","7437007NLGC1LF8UAF34"
"LANASES1XXX","549300FOASW7JFUQV048"
"LANDNOK1XXX","5967007LIEEXZX85SO43"
"LANFSES1XXX","549300C6TUMDXNOVXS82"
"LANNQAQDXXX","2763K880CQINC7EXVI18"
"LANOFI21XXX","7437009KVZK8X0D99654"
"LANTSESSXXX","529900AB08F05L4HWU11"
"LANXDE8XXXX","529900PTLRE72EMYIJ77"
"LAOKFI21XXX","743700RBFI9Y3A2EG815"
"LAOOUS41XXX","QSP7HRK0K2UU3EDN8D71"
"LAPAGB21XXX","549300ADEBO7HF4LSX14"
"LAPBLV2XXXX","259400YE9CCQBVY41L71"
"LAPCUS41XXX","549300YFSH86K0OVUV25"
"LAPFDK21XXX","21380067QLVQ3Z8RVT47"
"LAPLFI21XXX","7437006SV8L2TOJ65K82"
"LAPNDKK1XXX","529900SEFOTJH1MLGZ92"
"LAPPHKH1XXX","549300T4BOZWLF4UEI52"
"LAPSIT21XXX","8156008E574384520D31"
"LAPTVGV1XXX","2138003R8H9EWXIWMJ77"
"LAREDEFFXXX","529900Z3J0N6S0F7CT25"
"LARNIT21XXX","815600C8A87E9162B043"
"LARVCLR1XXX","2549003YW25MXGZRGR36"
"LASDDED1XXX","5299000TZ4OSOOGU1120"
"LASEUS41XXX","5493006VWIP74KZIO207"
"LASFSES1XXX","549300FOASW7JFUQV048"
"LASIGB21XXX","213800AGN9P9YEU6AG92"
"LASMNL21XXX","7245004NA3QB11PQWQ89"
"LASOGB21XXX","21380041RFHPJWV7VH32"
"LASPLKL1XXX","254900SRAT7Z4PMECY34"
"LASUFI21XXX","743700C8FVF87I96Z009"
"LATCLV22XXX","2534005A84927EKSR789"
"LATHFR22XXX","969500R4VLGCYXNTAQ76"
"LATLCAT1XXX","549300VGITPUHSMP1639"
"LAUIPHM2XXX","5493007GUMSN1M6VM945"
"LAUSIDJ1XXX","254900PE46F2TQK7MT39"
"LAUTGB21XXX","549300W0W9TMVZJ3RH17"
"LAUXFR21XXX","9695000N0L9781TCSL09"
"LAVLITR2XXX","8156008617BD3F029418"
"LAVSIT21XXX","8156000888B5BEE27A59"
"LAVWIT21XXX","815600C50008CA994D89"
"LAWAUS33XXX","549300C7CY6M277KIQ59"
"LAWHGB21XXX","213800Y4I7TN34WUBD71"
"LAWVNL21XXX","724500MLCQR8SYHLC643"
"LAXEIMD1XXX","5493009JSB0PVNZVYJ25"
"LAYDFR2WXXX","9695007GXCW7F3DE1B10"
"LAZLGB21XXX","2138004SLEFZ7O9RRQ40"
"LAZPFRCCXXX","9695008FHWHQ6RHT5K48"
"LAZPFRPPXXX","9695008FHWHQ6RHT5K48"
"LBAMZAJJXXX","378900D9F0747A38C490"
"LBANUS44XXX","549300DUTN4RUBI81Z18"
"LBBALUL1XXX","2221001DEH26JK948860"
"LBBNDEM1XXX","391200UEWWKBDK12KP84"
"LBCUIE21XXX","6354003LNVCBITITXF67"
"LBDIFRP1XXX","9695008E191FD8QQ7K18"
"LBFJJES1XXX","213800HWU1V2FUDJKU06"
"LBGECAM1XXX","549300D83GR71RNG0O65"
"LBGTGB22XXX","549300PPXHEU2JF0AM85"
"LBIMDEH1XXX","529900U4DBMHE3OXFF91"
"LBLAATW1XXX","529900V2939FDC9YKQ07"
"LBLBDES1XXX","529900FU4WJ2XT7BVE31"
"LBMAMTMTXXX","529900UIRB65OY6U4B21"
"LBMGHKHHXXX","254900SHUTHT7PCMV829"
"LBOTCNBWXXX","300300URTLCUIANRHN19"
"LBOTTWTPXXX","549300RSNEVPCE8HET83"
"LBSODEB1XXX","5299004SI3IL8FGDV034"
